2021-06-03T14:39:49.999,-1.82751598073e-08,2.48658893355e-08,9.21310690757e-09
2021-06-03T14:39:50.019,-1.6230997935e-08,2.66999981902e-08,1.06258870135e-08
2021-06-03T14:39:50.039,-1.49767174093e-08,2.63967455594e-08,1.15558788504e-08
2021-06-03T14:39:50.059,-1.38941474816e-08,2.41124542004e-08,1.35050212593e-08
2021-06-03T14:39:50.079,-8.48151617571e-09,2.34913091576e-08,1.38531570333e-08
2021-06-03T14:39:50.099,-1.8822886941e-09,2.49756614393e-08,1.1091902052e-08
2021-06-03T14:39:50.119,-1.00252657645e-10,2.45332321102e-08,8.65084607472e-09
2021-06-03T14:39:50.139,-1.32748539896e-09,2.25900642363e-08,9.62362991409e-09
2021-06-03T14:39:50.159,-3.31307256889e-09,2.27102086575e-08,1.24370476931e-08
2021-06-03T14:39:50.179,-5.46212136978e-09,2.52801523141e-08,1.11157706812e-08
2021-06-03T14:39:50.199,-5.51672892821e-09,2.86069371848e-08,7.78749370563e-09
2021-06-03T14:39:50.219,-6.24056832999e-09,3.08321172976e-08,8.98622968275e-09
2021-06-03T14:39:50.239,-8.93593174846e-09,3.17023266965e-08,7.66206267136e-09
2021-06-03T14:39:50.259,-7.33368942972e-09,3.14045440547e-08,-1.0601529297e-09
2021-06-03T14:39:50.279,-3.40340957897e-09,2.71492014588e-08,-8.14851682104e-09
2021-06-03T14:39:50.299,-4.70873295025e-09,1.89393117273e-08,-1.03996775333e-08
2021-06-03T14:39:50.319,-7.63670453875e-09,1.31635322424e-08,-1.3901328191e-08
2021-06-03T14:39:50.339,-6.59064036855e-09,1.14722402782e-08,-1.94642700131e-08
2021-06-03T14:39:50.359,-2.13193514376e-09,9.36621852158e-09,-2.03190053629e-08
2021-06-03T14:39:50.379,5.45282934486e-09,7.44984939731e-09,-1.64561349015e-08
2021-06-03T14:39:50.399,1.18861547262e-08,6.31286019735e-09,-1.31280528357e-08
2021-06-03T14:39:50.419,1.15617375859e-08,1.83783696632e-09,-8.05488287709e-09
2021-06-03T14:39:50.439,8.9981815465e-09,-2.35380031236e-09,-3.72773606579e-09
2021-06-03T14:39:50.459,1.03959139142e-08,-1.43715008843e-09,-6.56587185492e-09
2021-06-03T14:39:50.479,1.40571764326e-08,-1.88376906322e-09,-1.4217704535e-08
2021-06-03T14:39:50.499,1.47706752319e-08,-7.33745529369e-09,-2.46663811895e-08
2021-06-03T14:39:50.519,1.10639923543e-08,-1.26415873061e-08,-3.2803446499e-08
2021-06-03T14:39:50.539,9.72164861795e-09,-1.55272788785e-08,-3.10879171002e-08
2021-06-03T14:39:50.559,1.53275179212e-08,-1.98676089111e-08,-2.63790832481e-08
2021-06-03T14:39:50.579,2.06725569118e-08,-2.60203926852e-08,-2.74762503176e-08
2021-06-03T14:39:50.599,2.06399682502e-08,-2.8055097502e-08,-2.80428296355e-08
2021-06-03T14:39:50.619,2.27313991334e-08,-2.8164040841e-08,-2.16140589172e-08
2021-06-03T14:39:50.639,3.00116832725e-08,-3.01568681258e-08,-1.40062111105e-08
2021-06-03T14:39:50.659,3.21369725072e-08,-2.79333589435e-08,-1.10316879838e-08
2021-06-03T14:39:50.679,2.72780150166e-08,-2.31081764518e-08,-1.04709550352e-08
2021-06-03T14:39:50.699,2.71252839864e-08,-2.3213227179e-08,-8.50964489895e-09
2021-06-03T14:39:50.719,3.39594055937e-08,-2.63114662102e-08,-3.19542001824e-09
2021-06-03T14:39:50.739,3.71372319e-08,-2.8873065963e-08,4.28038445103e-09
2021-06-03T14:39:50.759,3.26627260853e-08,-2.98292062156e-08,9.17664359849e-09
2021-06-03T14:39:50.779,2.88049784732e-08,-2.70346438708e-08,8.59322397006e-09
2021-06-03T14:39:50.799,2.99874947585e-08,-2.1597405738e-08,5.78435966249e-09
2021-06-03T14:39:50.819,3.14319900288e-08,-1.75964666419e-08,7.59236958021e-09
